ID,TAXANR,PRNAVN,PRNAVN1,GNAVN,NAVN,AUTNR,AUTHOR,AUTSTAT,TAXATYPE,SYNONYMNR,GNR,GYLDIG,PREVTAXA
10294,10267,Campanula bellardii,Campanula bellardii,,bellardii,21,All.,,A,10266,10266,FALSE,1981
10295,10268,Campanula pusilla,Campanula pusilla,,pusilla,514,Haenke,,A,10266,10266,FALSE,1981
17077,17077,Ranunculus xxx,Ranunculus xxx,,xxx,0,,,A,0,,FALSE,476
4448,4422,Abies,Abies,Abies,Abies,3,Mill.,,G,0,4422,TRUE,118
4449,4423,Abies alba,Abies alba,Abies alba,alba,3,Mill.,,A,0,4423,TRUE,4422
6348,6348,Abies picea,Abies picea,Abies alba,picea,2282,(L.) Bluff & Fingerh.,,A,4423,4423,FALSE,4422
6349,6349,Abies pectinata,Abies pectinata,Abies alba,pectinata,410,(Lam.) DC.,,A,4423,4423,FALSE,4422
6350,6350,Pinus pectinata,Pinus pectinata,Abies alba,pectinata,10,Lam.,,A,4423,4423,FALSE,119
6351,6351,Pinus picea,Pinus picea,Abies alba,picea,1,L.,,A,4423,4423,FALSE,119
16360,16360,Abies amabilis,Abies amabilis,Abies amabilis,amabilis,5405,Douglas ex J.Forbes,,A,0,16360,TRUE,4422
8553,8540,Abies balsamea,Abies balsamea,Abies balsamea,balsamea,42,(L.) Mill.,,A,0,8540,TRUE,4422
10822,10766,Pinus balsamea,Pinus balsamea,Abies balsamea,balsamea,1,L.,,A,8540,8540,FALSE,119
8904,8972,Abies cephalonica,Abies cephalonica,Abies cephalonica,cephalonica,1226,Loud.,,A,0,8972,TRUE,4422
8556,8543,Abies concolor,Abies concolor,Abies concolor,concolor,6114,(Gordon & Glend.) Lindl. ex Hildebr.,,A,0,8543,TRUE,4422
8884,8884,Abies grandis,Abies grandis,Abies grandis,grandis,1794,(Douglas ex D.Don) Lindl.,,A,0,8884,TRUE,4422
8905,8973,Abies koreana,Abies koreana,Abies koreana,koreana,1026,E.H.Wilson,,A,0,8973,TRUE,4422
8906,8974,Abies lasiocarpa,Abies lasiocarpa,Abies lasiocarpa,lasiocarpa,2032,(Hook.) Nutt.,,A,0,8974,TRUE,4422
15860,15817,Abies balsamea var. fallax,Abies balsamea var. fallax,Abies lasiocarpa,fallax,5256,(Engelm.) B.Boivin,,V,8974,8974,FALSE,8540
8883,8883,Abies nordmanniana,Abies nordmanniana,Abies nordmanniana,nordmanniana,2832,(Steven) Spach,,A,0,8883,TRUE,4422
16372,16372,Abies orientalis,Abies orientalis,Abies orientalis,orientalis,103,Poir.,,A,0,16372,TRUE,4422
8554,8541,Abies procera,Abies procera,Abies procera,procera,5591,Rehder,,A,0,8541,TRUE,4422
8555,8542,Abies nobilis,Abies nobilis,Abies procera,nobilis,1794,(Douglas ex D.Don) Lindl.,,A,8541,8541,FALSE,4422
8552,8539,Abies sibirica,Abies sibirica,Abies sibirica,sibirica,64,Ledeb.,,A,0,8539,TRUE,4422
8907,8975,Abies veitchii,Abies veitchii,Abies veitchii,veitchii,53,Lindl.,,A,0,8975,TRUE,4422
14764,14764,Absinthium,Absinthium,Absinthium,Absinthium,4907,(DC.) Less.,,G,0,14764,TRUE,2003
1216,1216,Abutilon,Abutilon,Abutilon,Abutilon,3,Mill.,,G,0,1216,TRUE,1200
1217,1217,Abutilon theophrasti,Abutilon theophrasti,Abutilon theophrasti,theophrasti,54,Medik.,,A,0,1217,TRUE,1216
4385,4385,Abutilon avicennae,Abutilon avicennae,Abutilon theophrasti,avicennae,46,Gaertn.,,A,1217,1217,FALSE,1216
7184,7184,Acanthoxanthium,Acanthoxanthium,Acanthoxanthium,Acanthoxanthium,335,Fourr.,,G,0,7184,TRUE,2003
2061,2061,Xanthium spinosum,Xanthium spinosum,Acanthoxanthium spinosum,spinosum,1,L.,,A,7185,7185,FALSE,2060
7185,7185,Acanthoxanthium spinosum,Acanthoxanthium spinosum,Acanthoxanthium spinosum,spinosum,197,(L.) Fourr.,,A,0,7185,TRUE,7184
1173,1173,Acer,Acer,Acer,Acer,1,L.,,G,0,1173,TRUE,1172
1175,1175,Acer campestre,Acer campestre,Acer campestre,campestre,1,L.,,A,0,1175,TRUE,1173
9320,9320,Acer ginnala,Acer ginnala,Acer ginnala,ginnala,168,Maxim.,,A,0,9320,TRUE,1173
9318,9318,Acer negundo,Acer negundo,Acer negundo,negundo,1,L.,,A,0,9318,TRUE,1173
1174,1174,Acer platanoides,Acer platanoides,Acer platanoides,platanoides,1,L.,,A,0,1174,TRUE,1173
1176,1176,Acer pseudoplatanus,Acer pseudoplatanus,Acer pseudoplatanus,pseudoplatanus,1,L.,,A,0,1176,TRUE,1173
9319,9319,Acer tataricum,Acer tataricum,Acer tataricum,tataricum,1,L.,,A,0,9319,TRUE,1173
1172,1172,Aceraceae,Aceraceae,Aceraceae,Aceraceae,0,,,F,0,1172,TRUE,0
6935,6842,Acetosa,Acetosa,Acetosa,Acetosa,3,Mill.,,G,0,6842,TRUE,209
6953,6860,Acetosella,Acetosella,Acetosella,Acetosella,838,(Rudolph ex Lamb.) A.Löve,,G,0,6860,TRUE,209
2089,2089,Achillea,Achillea,Achillea,Achillea,1,L.,,G,0,2089,TRUE,2003
10688,10632,Achillea filipendulina,Achillea filipendulina,Achillea filipendulina,filipendulina,10,Lam.,,A,0,10632,TRUE,2089
7497,7770,Achillea impatiens,Achillea impatiens,Achillea impatiens,impatiens,1,L.,,A,0,7770,TRUE,2089
2090,2090,Achillea millefolium,Achillea millefolium,Achillea millefolium,millefolium,1,L.,,A,0,2090,TRUE,2089
14670,14670,Achillea millefolium ssp. borealis,Achillea millefolium ssp. borealis,Achillea millefolium ssp. borealis,borealis,4866,(Bong.) Breitung,,S,0,14670,TRUE,2090
14671,14671,Achillea millefolium var. nigrescens,Achillea millefolium var. nigrescens,Achillea millefolium ssp. borealis,nigrescens,4867,E.Mey.,,V,14670,14670,FALSE,2090
14672,14672,Achillea borealis,Achillea borealis,Achillea millefolium ssp. borealis,borealis,323,Bong.,,A,14670,14670,FALSE,2089
14673,14673,Achillea nigrescens,Achillea nigrescens,Achillea millefolium ssp. borealis,nigrescens,4868,(E.Mey.) Rydb.,,A,14670,14670,FALSE,2089
14674,14674,Achillea millefolium ssp. sudetica,Achillea millefolium ssp. sudetica,Achillea millefolium ssp. borealis,sudetica,2,auct.,,S,14670,14670,FALSE,2090
14676,14676,Achillea millefolium ssp. lanulosa,Achillea millefolium ssp. lanulosa,Achillea millefolium ssp. lanulosa,lanulosa,4869,(Nutt.) Piper,,S,0,14676,TRUE,2090
14677,14677,Achillea lanulosa,Achillea lanulosa,Achillea millefolium ssp. lanulosa,lanulosa,73,Nutt.,,A,14676,14676,FALSE,2089
4058,4058,Achillea millefolium ssp. millefolium,Achillea millefolium ssp. millefolium,Achillea millefolium ssp. millefolium,millefolium,0,,,S,0,4058,TRUE,2090
14675,14675,Achillea apiculata,Achillea apiculata,Achillea millefolium ssp. millefolium,apiculata,193,N.I.Orlova,,A,4058,4058,FALSE,2089
4059,4059,Achillea millefolium ssp. sudetica,Achillea millefolium ssp. sudetica,Achillea millefolium ssp. sudetica,sudetica,2544,(Opiz) Weiss,,S,0,4059,TRUE,2090
10226,10199,Achillea millefolium var. sudetica,Achillea millefolium var. sudetica,Achillea millefolium ssp. sudetica,sudetica,66,Opiz,,V,4059,4059,FALSE,2090
14686,14686,Achillea multiflora,Achillea multiflora,Achillea multiflora,multiflora,121,Hook.,,A,0,14686,TRUE,2089
14687,14687,Ptarmica multiflora,Ptarmica multiflora,Achillea multiflora,multiflora,4877,(Hook.) Tzvelev,,A,14686,14686,FALSE,11131
2091,2091,Achillea nobilis,Achillea nobilis,Achillea nobilis,nobilis,1,L.,,A,0,2091,TRUE,2089
2092,2092,Achillea ptarmica,Achillea ptarmica,Achillea ptarmica,ptarmica,1,L.,,A,0,2092,TRUE,2089
11146,11132,Ptarmica vulgaris,Ptarmica vulgaris,Achillea ptarmica,vulgaris,5620,Blackw. ex DC.,,A,2092,2092,FALSE,11131
2093,2093,Achillea cartilaginea,Achillea cartilaginea,Achillea salicifolia,cartilaginea,1203,Ledeb. ex Rchb.,,A,3267,3267,FALSE,2089
3267,3267,Achillea salicifolia,Achillea salicifolia,Achillea salicifolia,salicifolia,87,Besser,,A,0,3267,TRUE,2089
4065,4065,Achillea ptarmica ssp. cartilaginea,Achillea ptarmica ssp. cartilaginea,Achillea salicifolia,cartilaginea,2197,(Ledeb. ex Rchb.) Heimerl,,S,3267,3267,FALSE,2092
5689,5610,Achillea septentrionalis,Achillea septentrionalis,Achillea salicifolia,septentrionalis,2772,(Serg.) Botsch.,,A,3267,3267,FALSE,2089
14678,14678,Ptarmica salicifolia,Ptarmica salicifolia,Achillea salicifolia,salicifolia,4870,(Besser) Serg.,,A,3267,3267,FALSE,11131
14679,14679,Ptarmica cartilaginea,Ptarmica cartilaginea,Achillea salicifolia,cartilaginea,4871,(Ledeb. ex Rchb.) Ledeb.,,A,3267,3267,FALSE,11131
14680,14680,Ptarmica salicifolia ssp. cartilaginea,Ptarmica salicifolia ssp. cartilaginea,Achillea salicifolia,cartilaginea,4872,(Ledeb. ex Rchb.) Tzvelev,,S,3267,3267,FALSE,14678
14681,14681,Achillea sibirica,Achillea sibirica,Achillea sibirica,sibirica,4873,(Ledeb.) Ledeb. ex Pavlov,,A,0,14681,TRUE,2089
14682,14682,Ptarmica sibirica,Ptarmica sibirica,Achillea sibirica,sibirica,64,Ledeb.,,A,14681,14681,FALSE,11131
14683,14683,Achillea sibirica ssp. camtschatica,Achillea sibirica ssp. camtschatica,Achillea sibirica ssp. camtschatica,camtschatica,4874,Rupr. ex Heimerl,,S,0,14683,TRUE,14681
14684,14684,Achillea camtschatica,Achillea camtschatica,Achillea sibirica ssp. camtschatica,camtschatica,4875,(Rupr. ex Heimerl) Botsch.,,A,14683,14683,FALSE,2089
14685,14685,Ptarmica camtschatica,Ptarmica camtschatica,Achillea sibirica ssp. camtschatica,camtschatica,4876,(Rupr. ex Heimerl) Kom.,,A,14683,14683,FALSE,11131
9579,9579,Achillea tomentosa,Achillea tomentosa,Achillea tomentosa,tomentosa,1,L.,,A,0,9579,TRUE,2089
11244,11230,Achnatherum,Achnatherum,Achnatherum,Achnatherum,27,P.Beauv.,,G,0,11230,TRUE,2358
11245,11231,Achnatherum calamagrostis,Achnatherum calamagrostis,Achnatherum calamagrostis,calamagrostis,35,(L.) P.Beauv.,,A,0,11231,TRUE,11230
3861,3848,Achroanthes,Achroanthes,Achroanthes,Achroanthes,239,(L.) Palla,,G,0,3848,TRUE,2973
4542,4516,Achyrophorus,Achyrophorus,Achyrophorus,Achyrophorus,36,Adans.,,G,0,4516,TRUE,2003
3558,3558,Acinos,Acinos,Acinos,Acinos,3,Mill.,,G,0,3558,TRUE,1673
1738,1738,Satureja acinos,Satureja acinos,Acinos arvensis,acinos,2395,(L.) Scheele,,A,3559,3559,FALSE,1736
3559,3559,Acinos arvensis,Acinos arvensis,Acinos arvensis,arvensis,2162,(Lam.) Dandy,,A,0,3559,TRUE,3558
4812,4812,Calamintha acinos,Calamintha acinos,Acinos arvensis,acinos,238,(L.) Clairv.,,A,3559,3559,FALSE,4811
4813,4813,Clinopodium acinos,Clinopodium acinos,Acinos arvensis,acinos,438,(L.) O.Kuntze,,A,3559,3559,FALSE,3556
4814,4814,Acinos thymoides,Acinos thymoides,Acinos arvensis,thymoides,57,(L.) Moench,,A,3559,3559,FALSE,3558
10464,10437,Thymus acinos,Thymus acinos,Acinos arvensis,acinos,1,L.,,A,3559,3559,FALSE,1743
13375,13346,Acomastylis,Acomastylis,Acomastylis,Acomastylis,262,Greene,,G,0,13346,TRUE,822
13381,13352,Acomastylis rossii,Acomastylis rossii,Acomastylis rossii,rossii,4417,(R.Br.) Greene,,A,0,13352,TRUE,13346
13382,13353,Sieversia rossii,Sieversia rossii,Acomastylis rossii,rossii,8,R.Br.,,A,13352,13352,FALSE,13345
13383,13354,Geum rossii,Geum rossii,Acomastylis rossii,rossii,4419,(R.Br.) Sér.,,A,13352,13352,FALSE,918
478,465,Aconitum,Aconitum,Aconitum,Aconitum,1,L.,,G,0,465,TRUE,458
12493,12493,Aconitum baicalense,Aconitum baicalense,Aconitum baicalense,baicalense,4113,Turcz. ex Rapaics,,A,0,12493,TRUE,465
12494,12494,Aconitum delphinifolium,Aconitum delphinifolium,Aconitum delphinifolium,delphinifolium,7,DC.,,A,0,12494,TRUE,465
12500,12500,Aconitum delphinifolium ssp. chamissonianum,Aconitum delphinifolium ssp. chamissonianum,Aconitum delphinifolium ssp. chamissonianum,chamissonianum,4114,(Rchb.) Hultén,,S,0,12500,TRUE,12494
12501,12501,Aconitum chamissonianum,Aconitum chamissonianum,Aconitum delphinifolium ssp. chamissonianum,chamissonianum,20,Rchb.,,A,12500,12500,FALSE,465
12495,12495,Aconitum delphinifolium ssp. delphinifolium,Aconitum delphinifolium ssp. delphinifolium,Aconitum delphinifolium ssp. delphinifolium,delphinifolium,0,,,S,0,12495,TRUE,12494
12496,12496,Aconitum delphinifolium var. delphinifolium,Aconitum delphinifolium var. delphinifolium,Aconitum delphinifolium ssp. delphinifolium,delphinifolium,0,,,V,12495,12495,FALSE,12494
12497,12497,Aconitum delphinifolium ssp. paradoxum,Aconitum delphinifolium ssp. paradoxum,Aconitum delphinifolium ssp. paradoxum,paradoxum,4114,(Rchb.) Hultén,,S,0,12497,TRUE,12494
12498,12498,Aconitum paradoxum,Aconitum paradoxum,Aconitum delphinifolium ssp. paradoxum,paradoxum,20,Rchb.,,A,12497,12497,FALSE,465
12499,12499,Aconitum delphinifolium var. paradoxum,Aconitum delphinifolium var. paradoxum,Aconitum delphinifolium ssp. paradoxum,paradoxum,4115,(Rchb.) Jurtz.,,V,12497,12497,FALSE,12494
5284,5192,Aconitum lycoctonum,Aconitum lycoctonum,Aconitum lycoctonum,lycoctonum,1,L.,,A,0,5192,TRUE,465
8654,8654,Aconitum vulparia,Aconitum vulparia,Aconitum lycoctonum,vulparia,20,Rchb.,,A,5192,5192,FALSE,465
10125,10098,Aconitum lasiostomum,Aconitum lasiostomum,Aconitum lycoctonum ssp. lasiostomum,lasiostomum,1342,Rchb.,,A,17556,17556,FALSE,465
10126,10099,Aconitum besseranum,Aconitum besseranum,Aconitum lycoctonum ssp. lasiostomum,besseranum,3100,Andrz. ex Trautv.,,A,17556,17556,FALSE,465
10127,10100,Aconitum rogowiczii,Aconitum rogowiczii,Aconitum lycoctonum ssp. lasiostomum,rogowiczii,3101,Wissjul.,,A,17556,17556,FALSE,465
17556,17556,Aconitum lycoctonum ssp. lasiostomum,Aconitum lycoctonum ssp. lasiostomum,Aconitum lycoctonum ssp. lasiostomum,lasiostomum,5995,(Rchb. ex Besser) Warncke,,S,0,17556,TRUE,5192
5285,5193,Aconitum lycoctonum ssp. lycoctonum,Aconitum lycoctonum ssp. lycoctonum,Aconitum lycoctonum ssp. lycoctonum,lycoctonum,0,,,S,0,5193,TRUE,5192
479,466,Aconitum septentrionale,Aconitum septentrionale,Aconitum lycoctonum ssp. septentrionale,septentrionale,1172,Koelle,,A,6890,6890,FALSE,465
5286,5194,Aconitum excelsum,Aconitum excelsum,Aconitum lycoctonum ssp. septentrionale,excelsum,20,Rchb.,,A,6890,6890,FALSE,465
6983,6890,Aconitum lycoctonum ssp. septentrionale,Aconitum lycoctonum ssp. septentrionale,Aconitum lycoctonum ssp. septentrionale,septentrionale,2146,(Koelle) Korsh.,,S,0,6890,TRUE,5192
480,467,Aconitum napellus,Aconitum napellus,Aconitum napellus,napellus,1,L.,,A,0,467,TRUE,465
6984,6891,Aconitum anglicum,Aconitum anglicum,Aconitum napellus,anglicum,603,Stapf,,A,467,467,FALSE,465
6985,6892,Aconitum pyramidale,Aconitum pyramidale,Aconitum napellus,pyramidale,3,Mill.,,A,467,467,FALSE,465
17555,17555,Aconitum napellus ssp. lusitanicum,Aconitum napellus ssp. lusitanicum,Aconitum napellus ssp. lusitanicum,lusitanicum,216,Rouy,,S,0,17555,TRUE,467
17554,17554,Aconitum napellus ssp. napellus,Aconitum napellus ssp. napellus,Aconitum napellus ssp. napellus,napellus,0,,,S,0,17554,TRUE,467
12502,12502,Aconitum productum,Aconitum productum,Aconitum productum,productum,20,Rchb.,,A,0,12502,TRUE,465
12503,12503,Aconitum delphinifolium ssp. anadyrense,Aconitum delphinifolium ssp. anadyrense,Aconitum productum,anadyrense,4116,Worosch.,,S,12502,12502,FALSE,12494
481,468,Aconitum variegatum,Aconitum variegatum,Aconitum variegatum,variegatum,1,L.,,A,0,468,TRUE,465
5287,5195,Aconitum cammarum,Aconitum cammarum,Aconitum x stoerkianum,cammarum,18,auct. non L.,,A,8655,8655,FALSE,465
8655,8655,Aconitum x stoerkianum,Aconitum x stoerkianum,Aconitum x stoerkianum,x stoerkianum,20,Rchb.,,A,0,8655,TRUE,465
8656,8656,Aconitum stoerkianum,Aconitum stoerkianum,Aconitum x stoerkianum,stoerkianum,20,Rchb.,,A,8655,8655,FALSE,465
8657,8657,Aconitum x cammarum,Aconitum x cammarum,Aconitum x stoerkianum,x cammarum,18,auct. non L.,,A,8655,8655,FALSE,465
15521,15432,Aconogonon,Aconogonon,Aconogonon,Aconogonon,5137,(Meisn.) Rchb.,,G,0,15432,TRUE,209
12187,12187,Aconogonum ajanense,Aconogonum ajanense,Aconogonon ajanense,ajanense,5195,(Regel & Tiling) H.Hara,,A,15569,15569,FALSE,6799
15569,15569,Aconogonon ajanense,Aconogonon ajanense,Aconogonon ajanense,ajanense,5195,(Regel & Tiling) H.Hara,,A,0,15569,TRUE,15432
12176,12176,Aconogonum alaskanum,Aconogonum alaskanum,Aconogonon alaskanum,alaskanum,3960,(Small) Soják,,A,15433,15433,FALSE,6799
12177,12177,Polygonum alpinum var. alaskanum,Polygonum alpinum var. alaskanum,Aconogonon alaskanum,alaskanum,599,Small,,V,15433,15433,FALSE,6798
12178,12178,Polygonum alaskanum,Polygonum alaskanum,Aconogonon alaskanum,alaskanum,3961,(Small) Wight ex Hultén,,A,15433,15433,FALSE,238
12179,12179,Polygonum alaskanum ssp. hultenianum,Polygonum alaskanum ssp. hultenianum,Aconogonon alaskanum,hultenianum,3243,Jurtz.,,S,15433,15433,FALSE,12178
12180,12180,Aconogonum hultenianum,Aconogonum hultenianum,Aconogonon alaskanum,hultenianum,3635,(Jurtz.) Tzvelev,,A,15433,15433,FALSE,6799
15522,15433,Aconogonon alaskanum,Aconogonon alaskanum,Aconogonon alaskanum,alaskanum,3960,(Small) Soják,,A,0,15433,TRUE,15432
6798,6798,Polygonum alpinum,Polygonum alpinum,Aconogonon alpinum,alpinum,21,All.,,A,15561,15561,FALSE,238
6800,6800,Aconogonum alpinum,Aconogonum alpinum,Aconogonon alpinum,alpinum,5190,(All.) Schur,,A,15561,15561,FALSE,6799
6802,6802,Pleuropteropyrum alpinum,Pleuropteropyrum alpinum,Aconogonon alpinum,alpinum,1573,(All.) Nakai,,A,15561,15561,FALSE,6801
6803,6803,Pleuropteropyrum undulatum,Pleuropteropyrum undulatum,Aconogonon alpinum,undulatum,2498,(Murr.) Á.Löve & D.Löve,,A,15561,15561,FALSE,6801
6804,6804,Polygonum undulatum,Polygonum undulatum,Aconogonon alpinum,undulatum,125,Murr.,,A,15561,15561,FALSE,238
15561,15561,Aconogonon alpinum,Aconogonon alpinum,Aconogonon alpinum,alpinum,5190,(All.) Schur,,A,0,15561,TRUE,15432
17599,17599,Persicaria alpina,Persicaria alpina,Aconogonon alpinum,alpina,6038,(L.) H.Gross,,A,15561,15561,FALSE,5112
6812,6812,Polygonum divaricatum,Polygonum divaricatum,Aconogonon divaricatum,divaricatum,1,L.,,A,15562,15562,FALSE,238
6813,6813,Aconogonum divaricatum,Aconogonum divaricatum,Aconogonon divaricatum,divaricatum,789,(L.) Nakai,,A,15562,15562,FALSE,6799
6814,6814,Pleuropteropyrum divaricatum,Pleuropteropyrum divaricatum,Aconogonon divaricatum,divaricatum,789,(L.) Nakai,,A,15562,15562,FALSE,6801
15562,15562,Aconogonon divaricatum,Aconogonon divaricatum,Aconogonon divaricatum,divaricatum,789,(L.) Nakai,,A,0,15562,TRUE,15432
12181,12181,Aconogonum laxmannii,Aconogonum laxmannii,Aconogonon laxmannii,laxmannii,3962,(Lepech.) Á.Löve & D.Löve,,A,15566,15566,FALSE,6799
12182,12182,Polygonum laxmannii,Polygonum laxmannii,Aconogonon laxmannii,laxmannii,1208,Lepech.,,A,15566,15566,FALSE,238
15566,15566,Aconogonon laxmannii,Aconogonon laxmannii,Aconogonon laxmannii,laxmannii,3962,(Lepech.) Á.Löve & D.Löve,,A,0,15566,TRUE,15432
6822,6822,Polygonum molle,Polygonum molle,Aconogonon molle,molle,183,D.Don,,A,15563,15563,FALSE,238
6823,6823,Aconogonum molle,Aconogonum molle,Aconogonon molle,molle,5191,(D.Don) H.Hara,,A,15563,15563,FALSE,6799
6824,6824,Aconogonum paniculatum,Aconogonum paniculatum,Aconogonon molle,paniculatum,1645,(Blume) Haraldson,,A,15563,15563,FALSE,6799
6825,6825,Polygonum frondosum,Polygonum frondosum,Aconogonon molle,frondosum,1253,Meisn.,,A,15563,15563,FALSE,238
6826,6826,Polygonum paniculatum,Polygonum paniculatum,Aconogonon molle,paniculatum,472,Blume,,A,15563,15563,FALSE,238
15563,15563,Aconogonon molle,Aconogonon molle,Aconogonon molle,molle,5191,(D.Don) H.Hara,,A,0,15563,TRUE,15432
12183,12183,Aconogonum sibiricum,Aconogonum sibiricum,Aconogonon sibiricum,sibiricum,5193,(Laxm.) H.Hara,,A,15567,15567,FALSE,6799
12184,12184,Polygonum sibiricum,Polygonum sibiricum,Aconogonon sibiricum,sibiricum,1201,Laxm.,,A,15567,15567,FALSE,238
15567,15567,Aconogonon sibiricum,Aconogonon sibiricum,Aconogonon sibiricum,sibiricum,5193,(Laxm.) H.Hara,,A,0,15567,TRUE,15432
12185,12185,Aconogonum tripterocarpum,Aconogonum tripterocarpum,Aconogonon tripterocarpum,tripterocarpum,5194,(A.Gray ex Rotrock) H.Hara,,A,15568,15568,FALSE,6799
12186,12186,Polygonum tripterocarpum,Polygonum tripterocarpum,Aconogonon tripterocarpum,tripterocarpum,3965,A.Gray ex Rotrock,,A,15568,15568,FALSE,238
15568,15568,Aconogonon tripterocarpum,Aconogonon tripterocarpum,Aconogonon tripterocarpum,tripterocarpum,5194,(A.Gray ex Rotrock) H.Hara,,A,0,15568,TRUE,15432
7866,7866,Polygonum weyrichii,Polygonum weyrichii,Aconogonon weyrichii,weyrichii,3444,F.Schmidt,,A,15565,15565,FALSE,238
7867,7867,Aconogonum weyrichii,Aconogonum weyrichii,Aconogonon weyrichii,weyrichii,6037,(F.Schmidt) H.Hara,,A,15565,15565,FALSE,6799
15565,15565,Aconogonon weyrichii,Aconogonon weyrichii,Aconogonon weyrichii,weyrichii,6037,(F.Schmidt) H.Hara,,A,0,15565,TRUE,15432
17598,17598,Persicaria weyrichii,Persicaria weyrichii,Aconogonon weyrichii,weyrichii,6036,(F.Schmidt) Ronse Decr.,,A,15565,15565,FALSE,5112
17600,17600,Aconogonon x fennicum,Aconogonon x fennicum,Aconogonon x fennicum,x fennicum,6039,Reiersen,,A,0,17600,TRUE,15432
17601,17601,Aconogonon fennicum,Aconogonon fennicum,Aconogonon x fennicum,fennicum,6039,Reiersen,,A,17600,17600,FALSE,15432
17602,17602,Aconogonum x fennicum,Aconogonum x fennicum,Aconogonon x fennicum,x fennicum,6039,Reiersen,,A,17600,17600,FALSE,6799
17603,17603,Aconogonum fennicum,Aconogonum fennicum,Aconogonon x fennicum,fennicum,6039,Reiersen,,A,17600,17600,FALSE,6799
6799,6799,Aconogonum,Aconogonum,Aconogonum,Aconogonum,2434,(Meissn.) Rchb.,,G,0,6799,TRUE,209
17684,17684,Acoraceae,Acoraceae,Acoraceae,Acoraceae,,,,F,0,17684,TRUE,0
2279,2279,Acorus,Acorus,Acorus,Acorus,1,L.,,G,0,2279,TRUE,17684
2280,2280,Acorus calamus,Acorus calamus,Acorus calamus,calamus,1,L.,,A,0,2280,TRUE,2279
8186,8148,Acosta,Acosta,Acosta,Acosta,36,Adans.,,G,0,8148,TRUE,2003
9602,9602,Acroclinium,Acroclinium,Acroclinium,Acroclinium,0,,,G,0,9602,TRUE,2003
5685,5606,Acrostichum,Acrostichum,Acrostichum,Acrostichum,1,L.,,G,0,5606,TRUE,60
484,471,Actaea,Actaea,Actaea,Actaea,1,L.,,G,0,471,TRUE,458
486,473,Actaea erythrocarpa,Actaea erythrocarpa,Actaea erythrocarpa,erythrocarpa,333,Fisch.,,A,0,473,TRUE,471
6986,6893,Actaea spicata ssp. erythrocarpa,Actaea spicata ssp. erythrocarpa,Actaea erythrocarpa,erythrocarpa,3342,(Fisch.) Hultén,,S,473,473,FALSE,472
3891,3878,Actaea rubra,Actaea rubra,Actaea rubra,rubra,4102,(Aiton) Willd.,,A,0,3878,TRUE,471
12465,12465,Actaea spicata var. rubra,Actaea spicata var. rubra,Actaea rubra,rubra,3562,Aiton,,V,3878,3878,FALSE,472
15524,15435,Actaea rubra ssp. arguta,Actaea rubra ssp. arguta,Actaea rubra ssp. arguta,arguta,4149,(Nutt.) Hultén,,S,0,15435,TRUE,3878
15525,15436,Actaea arguta,Actaea arguta,Actaea rubra ssp. arguta,arguta,73,Nutt.,,A,15435,15435,FALSE,471
15523,15434,Actaea rubra ssp. rubra,Actaea rubra ssp. rubra,Actaea rubra ssp. rubra,rubra,0,,,S,0,15434,TRUE,3878
485,472,Actaea spicata,Actaea spicata,Actaea spicata,spicata,1,L.,,A,0,472,TRUE,471
16361,16361,Adiantum,Adiantum,Adiantum,Adiantum,1,L.,,G,0,16361,TRUE,8903
16362,16362,Adiantum aleuticum,Adiantum aleuticum,Adiantum aleuticum,aleuticum,5406,(Rupr.) Paris,,A,0,16362,TRUE,16361
6987,6894,Adonanthe,Adonanthe,Adonanthe,Adonanthe,283,Spach,,G,0,6894,TRUE,458
521,508,Adonis,Adonis,Adonis,Adonis,1,L.,,G,0,508,TRUE,458
7534,7807,Adonis autumnalis,Adonis autumnalis,Adonis annua,autumnalis,1,L.,,A,8658,8658,FALSE,508
8658,8658,Adonis annua,Adonis annua,Adonis annua,annua,1,L.,,A,0,8658,TRUE,508
522,509,Adonis vernalis,Adonis vernalis,Adonis vernalis,vernalis,1,L.,,A,0,509,TRUE,508
6988,6895,Adonanthe vernalis,Adonanthe vernalis,Adonis vernalis,vernalis,806,(L.) Spach,,A,509,509,FALSE,6894
1941,1941,Adoxa,Adoxa,Adoxa,Adoxa,1,L.,,G,0,1941,TRUE,1940
1942,1942,Adoxa moschatellina,Adoxa moschatellina,Adoxa moschatellina,moschatellina,1,L.,,A,0,1942,TRUE,1941
1940,1940,Adoxaceae,Adoxaceae,Adoxaceae,Adoxaceae,0,,,F,0,1940,TRUE,0
4538,4512,Adventina,Adventina,Adventina,Adventina,56,Raf.,,G,0,4512,TRUE,2003
2590,2590,Aegilops,Aegilops,Aegilops,Aegilops,1,L.,,G,0,2590,TRUE,2358
2591,2591,Aegilops cylindrica,Aegilops cylindrica,Aegilops cylindrica,cylindrica,59,Host,,A,0,2591,TRUE,2590
3704,3691,Triticum cylindricum,Triticum cylindricum,Aegilops cylindrica,cylindricum,2047,"(Host) Cesati, Passer & Gibelli",,A,2591,2591,FALSE,2587
1401,1401,Aegopodium,Aegopodium,Aegopodium,Aegopodium,1,L.,,G,0,1401,TRUE,1340
13860,13831,Aegopodium alpestre,Aegopodium alpestre,Aegopodium alpestre,alpestre,64,Ledeb.,,A,0,13831,TRUE,1401
