ID,TAXANR,PRNAVN,PRNAVN1,GNAVN,NAVN,AUTNR,AUTHOR,AUTSTAT,TAXATYPE,SYNONYMNR,GNR,GYLDIG,PREVTAXA
10779,10723,Cryptogramma crispa var. sitchensis,Cryptogramma crispa var. sitchensis,Cryptogramma sitchensis,sitchensis,3320,(Rupr.) C.Chr.,,V,10721,10721,FALSE,48
10781,10725,Cryptogramma stelleri,Cryptogramma stelleri,Cryptogramma stelleri,stelleri,3321,(S.G.Gmel.) Prantl,,A,0,10725,TRUE,47
10782,10726,Pteris stelleri,Pteris stelleri,Cryptogramma stelleri,stelleri,3322,S.G.Gmel.,,A,10725,10725,FALSE,3038
5177,5849,Cucubalus,Cucubalus,Cucubalus,Cucubalus,1,L.,,G,0,5849,TRUE,328
7893,7893,Cucumis,Cucumis,Cucumis,Cucumis,1,L.,,G,0,7893,TRUE,1279
8345,8345,Cucumis melo,Cucumis melo,Cucumis melo,melo,1,L.,,A,0,8345,TRUE,7893
7894,7894,Cucumis sativus,Cucumis sativus,Cucumis sativus,sativus,1,L.,,A,0,7894,TRUE,7893
8346,8346,Cucurbita,Cucurbita,Cucurbita,Cucurbita,1,L.,,G,0,8346,TRUE,1279
8347,8347,Cucurbita pepo,Cucurbita pepo,Cucurbita pepo,pepo,1,L.,,A,0,8347,TRUE,8346
1279,1279,Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,0,,,F,0,1279,TRUE,0
9573,9573,Cuminum,Cuminum,Cuminum,Cuminum,1,L.,,G,0,9573,TRUE,1340
9574,9574,Cuminum cyminum,Cuminum cyminum,Cuminum cyminum,cyminum,1,L.,,A,0,9574,TRUE,9573
139,126,Cupressaceae,Cupressaceae,Cupressaceae,Cupressaceae,0,,,F,0,126,TRUE,0
10796,10740,Currania,Currania,Currania,Currania,3329,Wherry,,G,0,10740,TRUE,73
1583,1583,Cuscuta,Cuscuta,Cuscuta,Cuscuta,1,L.,,G,0,1583,TRUE,1578
1587,1587,Cuscuta australis,Cuscuta australis,Cuscuta australis,australis,8,R.Br.,,A,0,1587,TRUE,1583
1588,1588,Cuscuta campestris,Cuscuta campestris,Cuscuta campestris,campestris,5545,Yunck.,,A,0,1588,TRUE,1583
5953,5953,Cuscuta arvensis,Cuscuta arvensis,Cuscuta campestris,arvensis,2,auct.,,A,1588,1588,FALSE,1583
1585,1585,Cuscuta epilinum,Cuscuta epilinum,Cuscuta epilinum,epilinum,106,Weihe,,A,0,1585,TRUE,1583
1586,1586,Cuscuta epithymum,Cuscuta epithymum,Cuscuta epithymum,epithymum,50,(L.) L.,,A,0,1586,TRUE,1583
3523,3523,Cuscuta trifolii,Cuscuta trifolii,Cuscuta epithymum,trifolii,156,Bab.,,A,1586,1586,FALSE,1583
5954,5954,Cuscuta epithymum ssp. trifolii,Cuscuta epithymum ssp. trifolii,Cuscuta epithymum,trifolii,1612,(Bab.) Hegi,,S,1586,1586,FALSE,1586
5955,5955,Cuscuta alba,Cuscuta alba,Cuscuta epithymum,alba,98,C.Presl,,A,1586,1586,FALSE,1583
1584,1584,Cuscuta europaea,Cuscuta europaea,Cuscuta europaea,europaea,1,L.,,A,0,1584,TRUE,1583
4215,4215,Cuscuta europaea ssp. europaea,Cuscuta europaea ssp. europaea,Cuscuta europaea ssp. europaea,europaea,0,,,S,0,4215,TRUE,1584
15439,15350,Cuscuta subalpina,Cuscuta subalpina,Cuscuta europaea ssp. europaea,subalpina,5122,J.Norm. ined.?,,A,4215,4215,FALSE,1583
3522,3522,Cuscuta halophyta,Cuscuta halophyta,Cuscuta europaea ssp. halophyta,halophyta,5,Fr.,,A,4216,4216,FALSE,1583
4216,4216,Cuscuta europaea ssp. halophyta,Cuscuta europaea ssp. halophyta,Cuscuta europaea ssp. halophyta,halophyta,1887,(Fr.) Hartm.,,S,0,4216,TRUE,1584
8333,8333,Cuscuta suaveolens,Cuscuta suaveolens,Cuscuta suaveolens,suaveolens,282,Ser.,,A,0,8333,TRUE,1583
3724,3711,Cuviera,Cuviera,Cuviera,Cuviera,1174,Koeler non DC.,,G,0,3711,TRUE,2358
8184,8146,Cyanus,Cyanus,Cyanus,Cyanus,3,Mill.,,G,0,8146,TRUE,2003
15238,15238,Cyclospermum,Cyclospermum,Cyclospermum,Cyclospermum,0,,,G,0,15238,TRUE,1340
9347,9347,Cydonia,Cydonia,Cydonia,Cydonia,407,(Jord.),,G,0,9347,TRUE,822
1788,1788,Cymbalaria,Cymbalaria,Cymbalaria,Cymbalaria,39,Hill,,G,0,1788,TRUE,1775
1789,1789,Cymbalaria muralis,Cymbalaria muralis,Cymbalaria muralis,muralis,163,"P.Gaertn., B.Mey. & Scherb.",,A,0,1789,TRUE,1788
6830,6999,Linaria cymbalaria,Linaria cymbalaria,Cymbalaria muralis,cymbalaria,42,(L.) Mill.,,A,1789,1789,FALSE,1793
3519,3519,Cynanchum,Cynanchum,Cynanchum,Cynanchum,1,L.,,G,0,3519,TRUE,1565
6891,7060,Cynodon,Cynodon,Cynodon,Cynodon,90,Rich.,,G,0,7060,TRUE,2358
6506,6506,Cynodon dactylon,Cynodon dactylon,Cynodon dactylon,dactylon,68,(L.) Pers.,,A,0,6506,TRUE,7060
6507,6507,Panicum dactylon,Panicum dactylon,Cynodon dactylon,dactylon,1,L.,,A,6506,6506,FALSE,2364
1609,1609,Cynoglossum,Cynoglossum,Cynoglossum,Cynoglossum,1,L.,,G,0,1609,TRUE,1605
8080,8042,Cynoglossum amabile,Cynoglossum amabile,Cynoglossum amabile,amabile,5548,Stapf & J.R.Drumm.,,A,0,8042,TRUE,1609
1611,1611,Cynoglossum glochidiatum,Cynoglossum glochidiatum,Cynoglossum glochidiatum,glochidiatum,1466,Wall. ex Benth.,,A,0,1611,TRUE,1609
1610,1610,Cynoglossum officinale,Cynoglossum officinale,Cynoglossum officinale,officinale,1,L.,,A,0,1610,TRUE,1609
2495,2495,Cynosurus,Cynosurus,Cynosurus,Cynosurus,1,L.,,G,0,2495,TRUE,2358
2496,2496,Cynosurus cristatus,Cynosurus cristatus,Cynosurus cristatus,cristatus,1,L.,,A,0,2496,TRUE,2495
3668,3655,Cynosurus echinatus,Cynosurus echinatus,Cynosurus echinatus,echinatus,1,L.,,A,0,3655,TRUE,2495
2617,2617,Cyperaceae,Cyperaceae,Cyperaceae,Cyperaceae,0,,,F,0,2617,TRUE,0
2649,2649,Cyperus,Cyperus,Cyperus,Cyperus,1,L.,,G,0,2649,TRUE,2617
6045,6032,Cyperus eragrostis,Cyperus eragrostis,Cyperus eragrostis,eragrostis,10,Lam.,,A,0,6032,TRUE,2649
6046,6033,Cyperus declinatus,Cyperus declinatus,Cyperus eragrostis,declinatus,17,Moench,,A,6032,6032,FALSE,2649
6047,6034,Cyperus monandrus,Cyperus monandrus,Cyperus eragrostis,monandrus,25,Roth,,A,6032,6032,FALSE,2649
6048,6035,Cyperus vegetus,Cyperus vegetus,Cyperus eragrostis,vegetus,4,Willd.,,A,6032,6032,FALSE,2649
2650,2650,Cyperus fuscus,Cyperus fuscus,Cyperus fuscus,fuscus,1,L.,,A,0,2650,TRUE,2649
2887,2887,Cypripedium,Cypripedium,Cypripedium,Cypripedium,1,L.,,G,0,2887,TRUE,2973
2888,2888,Cypripedium calceolus,Cypripedium calceolus,Cypripedium calceolus,calceolus,1,L.,,A,0,2888,TRUE,2887
10582,10870,Cypripedium calceolus ssp. calceolus,Cypripedium calceolus ssp. calceolus,Cypripedium calceolus ssp. calceolus,calceolus,0,,,S,0,10870,TRUE,2888
10583,10871,Cypripedium calceolus ssp. parviflorum,Cypripedium calceolus ssp. parviflorum,Cypripedium calceolus ssp. parviflorum,parviflorum,3393,(Salisb.) Hultén,,S,0,10871,TRUE,2888
10584,10872,Cypripedium parviflorum,Cypripedium parviflorum,Cypripedium calceolus ssp. parviflorum,parviflorum,104,Salisb.,,A,10871,10871,FALSE,2887
10581,10869,Cypripedium guttatum,Cypripedium guttatum,Cypripedium guttatum,guttatum,74,Sw.,,A,0,10869,TRUE,2887
10585,10873,Cypripedium passerinum,Cypripedium passerinum,Cypripedium passerinum,passerinum,3111,Richardson,,A,0,10873,TRUE,2887
10485,10458,Cyrtomium,Cyrtomium,Cyrtomium,Cyrtomium,566,Presl,,G,0,10458,TRUE,90
10486,10459,Cyrtomium falcatum,Cyrtomium falcatum,Cyrtomium falcatum,falcatum,3187,(L.f.) Presl,,A,0,10459,TRUE,10458
10487,10460,Polystichum falcatum,Polystichum falcatum,Cyrtomium falcatum,falcatum,3188,(L.f.) Diels,,A,10459,10459,FALSE,91
7009,6916,Cyrtorhyncha,Cyrtorhyncha,Cyrtorhyncha,Cyrtorhyncha,325,Britt.,,G,0,6916,TRUE,458
92,79,Cystopteris,Cystopteris,Cystopteris,Cystopteris,51,Bernh.,,G,0,79,TRUE,73
4101,4101,Cystopteris fragilis ssp. alpina,Cystopteris fragilis ssp. alpina,Cystopteris alpina,alpina,2165,(Lam.) Hartm.,,S,4102,4102,FALSE,80
4102,4102,Cystopteris alpina,Cystopteris alpina,Cystopteris alpina,alpina,728,(Lam.) Desv.,,A,0,4102,TRUE,79
4103,4103,Cystopteris regia,Cystopteris regia,Cystopteris alpina,regia,1535,auct. non (L.) Desv.,,A,4102,4102,FALSE,79
5768,5689,Polypodium alpinum,Polypodium alpinum,Cystopteris alpina,alpinum,10,Lam.,,A,4102,4102,FALSE,110
5769,5690,Cystopteris fragilis ssp. regia,Cystopteris fragilis ssp. regia,Cystopteris alpina,regia,1531,auct. non (L.) Asch. & Graebn.,,S,4102,4102,FALSE,80
5770,5691,Polypodium regium,Polypodium regium,Cystopteris alpina,regium,18,auct. non L.,,A,4102,4102,FALSE,110
93,80,Cystopteris fragilis,Cystopteris fragilis,Cystopteris fragilis,fragilis,83,(L.) Bernh.,,A,0,80,TRUE,79
5765,5686,Polypodium fragile,Polypodium fragile,Cystopteris fragilis,fragile,1,L.,,A,80,80,FALSE,110
5766,5687,Cystopteris filix-fragilis,Cystopteris filix-fragilis,Cystopteris fragilis,filix-fragilis,2284,(L.) Borbás,,A,80,80,FALSE,79
5767,5688,Aspidium fragile,Aspidium fragile,Cystopteris fragilis,fragile,62,(L.) Sw.,,A,80,80,FALSE,2987
7186,7186,Polypodium fragilis,Polypodium fragilis,Cystopteris fragilis,fragilis,1,L.,,A,80,80,FALSE,110
7187,7187,Aspidium fragilis,Aspidium fragilis,Cystopteris fragilis,fragilis,62,(L.) Sw.,,A,80,80,FALSE,2987
94,81,Cystopteris dickieana,Cystopteris dickieana,Cystopteris fragilis var. dickieana,dickieana,1362,R.Sim,,A,4040,4040,FALSE,79
4039,4039,Cystopteris fragilis ssp. dickieana,Cystopteris fragilis ssp. dickieana,Cystopteris fragilis var. dickieana,dickieana,2719,(R.Sim) Hook.f.,,S,4040,4040,FALSE,80
4040,4040,Cystopteris fragilis var. dickieana,Cystopteris fragilis var. dickieana,Cystopteris fragilis var. dickieana,dickieana,2720,(R.Sim) Moore,,V,0,4040,TRUE,80
4041,4041,Cystopteris baenitzii,Cystopteris baenitzii,Cystopteris fragilis var. dickieana,baenitzii,1013,Dörfler,,A,4040,4040,FALSE,79
4042,4042,Cystopteris fragilis ssp. fragilis,Cystopteris fragilis ssp. fragilis,Cystopteris fragilis var. fragilis,fragilis,0,,,S,4043,4043,FALSE,80
4043,4043,Cystopteris fragilis var. fragilis,Cystopteris fragilis var. fragilis,Cystopteris fragilis var. fragilis,fragilis,0,,,V,0,4043,TRUE,80
4570,4544,Cystopteris fragilis ssp. eu-fragilis,Cystopteris fragilis ssp. eu-fragilis,Cystopteris fragilis var. fragilis,eu-fragilis,182,Asch. & Graebn.,,S,4043,4043,FALSE,80
95,82,Cystopteris montana,Cystopteris montana,Cystopteris montana,montana,728,(Lam.) Desv.,,A,0,82,TRUE,79
5771,5692,Polypodium montanum,Polypodium montanum,Cystopteris montana,montanum,10,Lam.,,A,82,82,FALSE,110
5772,5693,Aspidium montanum,Aspidium montanum,Cystopteris montana,montanum,2174,(Lam.) Sw.,,A,82,82,FALSE,2987
10812,10756,Rhyzomatopteris montana,Rhyzomatopteris montana,Cystopteris montana,montana,3339,(Lam.) Khokhr.,,A,82,82,FALSE,10755
15202,15202,Rhizomatopteris montana,Rhizomatopteris montana,Cystopteris montana,montana,5056,(Lam.) A.P.Khokhr.,,A,82,82,FALSE,15201
96,83,Cystopteris sudetica,Cystopteris sudetica,Cystopteris sudetica,sudetica,906,A.Braun & Milde,,A,0,83,TRUE,79
15203,15203,Rhyzomatopteris sudetica,Rhyzomatopteris sudetica,Cystopteris sudetica,sudetica,5057,(A.Braun & Milde) A.P.Khokhr.,,A,83,83,FALSE,10755
15204,15204,Rhizomatopteris sudetica,Rhizomatopteris sudetica,Cystopteris sudetica,sudetica,5058,(A.Braun & Milde) A.P.Khohkr.,,A,83,83,FALSE,15201
990,990,Cytisus,Cytisus,Cytisus,Cytisus,1,L.,,G,0,990,TRUE,973
16468,16468,Cytisus balansae,Cytisus balansae,Cytisus balansae,balansae,5473,Ball,,A,0,16468,TRUE,990
7539,7812,Cytisus decumbens,Cytisus decumbens,Cytisus decumbens,decumbens,5472,(Durieu) Spach,,A,0,7812,TRUE,990
16469,16469,Cytisus multiflorus,Cytisus multiflorus,Cytisus multiflorus,multiflorus,5474,(L'Hér. ex Aiton) Sweet,,A,0,16469,TRUE,990
991,991,Cytisus scoparius,Cytisus scoparius,Cytisus scoparius,scoparius,136,(L.) Link,,A,0,991,TRUE,990
3447,3447,Sarothamnus scoparius,Sarothamnus scoparius,Cytisus scoparius,scoparius,5466,(L.) W.D.J.Koch,,A,991,991,FALSE,3446
7540,7813,Cytisus praecox,Cytisus praecox,Cytisus x praecox,praecox,466,Bean,,A,9738,9738,FALSE,990
9738,9738,Cytisus x praecox,Cytisus x praecox,Cytisus x praecox,x praecox,466,Bean,,A,0,9738,TRUE,990
2492,2492,Dactylis,Dactylis,Dactylis,Dactylis,1,L.,,G,0,2492,TRUE,2358
2493,2493,Dactylis glomerata,Dactylis glomerata,Dactylis glomerata,glomerata,1,L.,,A,0,2493,TRUE,2492
9821,9821,Dactylis glomerata ssp. glomerata,Dactylis glomerata ssp. glomerata,Dactylis glomerata ssp. glomerata,glomerata,0,,,S,0,9821,TRUE,2493
2494,2494,Dactylis aschersoniana,Dactylis aschersoniana,Dactylis polygama,aschersoniana,261,Graebn.,,A,6509,6509,FALSE,2492
3667,3654,Dactylis glomerata ssp. aschersoniana,Dactylis glomerata ssp. aschersoniana,Dactylis polygama,aschersoniana,1944,(Graebn.) Thell.,,S,6509,6509,FALSE,2493
6508,6508,Dactylis lobata,Dactylis lobata,Dactylis polygama,lobata,1800,(Drejer) Ostenf.,,A,6509,6509,FALSE,2492
6509,6509,Dactylis polygama,Dactylis polygama,Dactylis polygama,polygama,5749,Horv.,,A,0,6509,TRUE,2492
6510,6510,Dactylis glomerata var. lobata,Dactylis glomerata var. lobata,Dactylis polygama,lobata,79,Drejer,,V,6509,6509,FALSE,2493
9820,9820,Dactylis glomerata ssp. lobata,Dactylis glomerata ssp. lobata,Dactylis polygama,lobata,1797,(Drejer) H.Lindb.,,S,6509,6509,FALSE,2493
6511,6511,Dactyloctenium,Dactyloctenium,Dactyloctenium,Dactyloctenium,4,Willd.,,G,0,6511,TRUE,2358
6512,6512,Dactyloctenium aegyptium,Dactyloctenium aegyptium,Dactyloctenium aegyptium,aegyptium,2392,(L.) Richt.,,A,0,6512,TRUE,6511
6513,6513,Dactyloctenium aegyptiacum,Dactyloctenium aegyptiacum,Dactyloctenium aegyptium,aegyptiacum,4,Willd.,,A,6512,6512,FALSE,6511
6514,6514,Cynosurus aegypticus,Cynosurus aegypticus,Dactyloctenium aegyptium,aegypticus,1,L.,,A,6512,6512,FALSE,2495
4395,4395,Dactylorchis,Dactylorchis,Dactylorchis,Dactylorchis,2137,(Klinge) Verm.,,G,0,4395,TRUE,2973
2898,2898,Dactylorhiza,Dactylorhiza,Dactylorhiza,Dactylorhiza,1282,Neck. ex Nevski,,G,0,2898,TRUE,2973
10909,10895,Dactylorhiza aristata,Dactylorhiza aristata,Dactylorhiza aristata,aristata,3407,(Fisch. ex Lindl.) Soó,,A,0,10895,TRUE,2898
10910,10896,Orchis aristata,Orchis aristata,Dactylorhiza aristata,aristata,3402,Fisch. ex Lindl.,,A,10895,10895,FALSE,2891
10039,10012,Orchis incarnata ssp. cordigera,Orchis incarnata ssp. cordigera,Dactylorhiza cordigera,cordigera,3074,(Fr.),,S,10014,10014,FALSE,4394
10041,10014,Dactylorhiza cordigera,Dactylorhiza cordigera,Dactylorhiza cordigera,cordigera,3076,(Fr.) Soó,,A,0,10014,TRUE,2898
10042,10015,Orchis cordigera,Orchis cordigera,Dactylorhiza cordigera,cordigera,338,Fr.,,A,10014,10014,FALSE,2891
2909,2909,Dactylorhiza fuchsii,Dactylorhiza fuchsii,Dactylorhiza fuchsii,fuchsii,672,(Druce) Soó,,A,0,2909,TRUE,2898
3843,3830,Dactylorhiza maculata ssp. fuchsii,Dactylorhiza maculata ssp. fuchsii,Dactylorhiza fuchsii,fuchsii,1805,(Druce) Hyl.,,S,2909,2909,FALSE,2908
4405,4405,Orchis fuchsii,Orchis fuchsii,Dactylorhiza fuchsii,fuchsii,328,Druce,,A,2909,2909,FALSE,2891
4869,4869,Orchis maculata ssp. fuchsii,Orchis maculata ssp. fuchsii,Dactylorhiza fuchsii,fuchsii,1803,(Druce) C.A.Jørg.,,S,2909,2909,FALSE,4403
7462,7395,Dactylorchis fuchsii,Dactylorchis fuchsii,Dactylorhiza fuchsii,fuchsii,1808,(Druce) Verm.,,A,2909,2909,FALSE,4395
15258,15258,Orchis maculatus ssp. fuchsii,Orchis maculatus ssp. fuchsii,Dactylorhiza fuchsii,fuchsii,1803,(Druce) C.A.Jørg.,,S,2909,2909,FALSE,10208
15259,15259,Orchis maculata var. saccigera,Orchis maculata var. saccigera,Dactylorhiza fuchsii,saccigera,5084,sensu Blytt,,V,2909,2909,FALSE,4403
15260,15260,Orchis maculatus var. saccigera,Orchis maculatus var. saccigera,Dactylorhiza fuchsii,saccigera,5084,sensu Blytt,,V,2909,2909,FALSE,10208
2904,2904,Dactylorhiza incarnata,Dactylorhiza incarnata,Dactylorhiza incarnata,incarnata,444,(L.) Soó,,A,0,2904,TRUE,2898
4394,4394,Orchis incarnata,Orchis incarnata,Dactylorhiza incarnata,incarnata,1,L.,,A,2904,2904,FALSE,2891
4396,4396,Dactylorchis incarnata,Dactylorchis incarnata,Dactylorhiza incarnata,incarnata,445,(L.) Vermln.,,A,2904,2904,FALSE,4395
9517,9517,Orchis angustifolia,Orchis angustifolia,Dactylorhiza incarnata,angustifolia,1486,Wimmer,,A,2904,2904,FALSE,2891
9799,9799,Orchis latifolia,Orchis latifolia,Dactylorhiza incarnata,latifolia,1,L.,,A,2904,2904,FALSE,2891
10236,10209,Orchis incarnatus,Orchis incarnatus,Dactylorhiza incarnata,incarnatus,1,L.,,A,2904,2904,FALSE,2891
16178,16106,Orchis incarnata var. subextensa,Orchis incarnata var. subextensa,Dactylorhiza incarnata,subextensa,5302,Neum.,,V,2904,2904,FALSE,4394
16179,16107,Dactylorchis incarnata var. subextensa,Dactylorchis incarnata var. subextensa,Dactylorhiza incarnata,subextensa,5303,(Neum.),,V,2904,2904,FALSE,4396
16432,16432,Dactylorhiza incarnata ssp. coccinea,Dactylorhiza incarnata ssp. coccinea,Dactylorhiza incarnata ssp. coccinea,coccinea,5451,(Pugsley) Soó,,S,0,16432,TRUE,2904
2905,2905,Dactylorchis incarnata ssp. cruenta,Dactylorchis incarnata ssp. cruenta,Dactylorhiza incarnata ssp. cruenta,cruenta,827,(O.F.Müll.) Soó,,S,3828,3828,FALSE,4396
3841,3828,Dactylorhiza incarnata ssp. cruenta,Dactylorhiza incarnata ssp. cruenta,Dactylorhiza incarnata ssp. cruenta,cruenta,2562,(O.F.Müll.) P.D.Sell,,S,0,3828,TRUE,2904
4399,4399,Dactylorchis cruenta,Dactylorchis cruenta,Dactylorhiza incarnata ssp. cruenta,cruenta,2565,(O.F.Müll.) Verm.,,A,3828,3828,FALSE,4395
4400,4400,Orchis cruenta,Orchis cruenta,Dactylorhiza incarnata ssp. cruenta,cruenta,115,O.F.Müll.,,A,3828,3828,FALSE,2891
4864,4864,Dactylorhiza incarnata var. cruenta,Dactylorhiza incarnata var. cruenta,Dactylorhiza incarnata ssp. cruenta,cruenta,2560,(O.F.Müll.) Hyl.,,V,3828,3828,FALSE,2904
9800,9800,Dactylorhiza cruenta,Dactylorhiza cruenta,Dactylorhiza incarnata ssp. cruenta,cruenta,827,(O.F.Müll.) Soó,,A,3828,3828,FALSE,2898
10038,10011,Orchis incarnata var. cruenta,Orchis incarnata var. cruenta,Dactylorhiza incarnata ssp. cruenta,cruenta,3073,(O.F.Müll.),,V,3828,3828,FALSE,4394
15043,15043,Orchis cruenta var. brevifolia,Orchis cruenta var. brevifolia,Dactylorhiza incarnata ssp. cruenta,brevifolia,5009,Leer,,V,3828,3828,FALSE,4400
15046,15046,Orchis cruenta var. lanceolata,Orchis cruenta var. lanceolata,Dactylorhiza incarnata ssp. cruenta,lanceolata,147,Neuman,,V,3828,3828,FALSE,4400
4397,4397,Dactylorhiza incarnata ssp. incarnata,Dactylorhiza incarnata ssp. incarnata,Dactylorhiza incarnata ssp. incarnata,incarnata,0,,,S,0,4397,TRUE,2904
4862,4862,Dactylorhiza incarnata var. incarnata,Dactylorhiza incarnata var. incarnata,Dactylorhiza incarnata ssp. incarnata,incarnata,0,,,V,4397,4397,FALSE,2904
4863,4863,Orchis strictifolia,Orchis strictifolia,Dactylorhiza incarnata ssp. incarnata,strictifolia,66,Opiz,,A,4397,4397,FALSE,2891
7526,7799,Dactylorhiza ochroleuca,Dactylorhiza ochroleuca,Dactylorhiza incarnata ssp. ochroleuca,ochroleuca,1656,(Boll),,A,8948,8948,FALSE,2898
8989,8948,Dactylorhiza incarnata ssp. ochroleuca,Dactylorhiza incarnata ssp. ochroleuca,Dactylorhiza incarnata ssp. ochroleuca,ochroleuca,1658,(Boll) Hunt & Summerh.,,S,0,8948,TRUE,2904
8990,8949,Dactylorchis incarnata ssp. ochroleuca,Dactylorchis incarnata ssp. ochroleuca,Dactylorhiza incarnata ssp. ochroleuca,ochroleuca,1657,(Boll) Heslop-Harrison,,S,8948,8948,FALSE,4396
15038,15038,Dactylorhiza incarnata var. borealis,Dactylorhiza incarnata var. borealis,Dactylorhiza incarnata var. borealis,borealis,3398,(Neuman) Hyl.,,V,0,15038,TRUE,2904
15044,15044,Dactylorhiza incarnata var. drudei,Dactylorhiza incarnata var. drudei,Dactylorhiza incarnata var. drudei,drudei,5010,(Schulze),,V,0,15044,TRUE,2904
15045,15045,Orchis incarnata var. drudei,Orchis incarnata var. drudei,Dactylorhiza incarnata var. drudei,drudei,5011,Schulze,,V,15044,15044,FALSE,4394
15041,15041,Dactylorhiza incarnata var. extensa,Dactylorhiza incarnata var. extensa,Dactylorhiza incarnata var. extensa,extensa,1968,(Hartm.),,V,0,15041,TRUE,2904
15042,15042,Dactylorchis incarnata var. extensa,Dactylorchis incarnata var. extensa,Dactylorhiza incarnata var. extensa,extensa,5008,(Hartm.) Verm.,,V,15041,15041,FALSE,4396
15039,15039,Dactylorhiza incarnata var. serotina,Dactylorhiza incarnata var. serotina,Dactylorhiza incarnata var. serotina,serotina,5006,(Hausskn. ex Selander),,V,0,15039,TRUE,2904
15040,15040,Dactylorchis incarnata var. serotina,Dactylorchis incarnata var. serotina,Dactylorhiza incarnata var. serotina,serotina,5007,(Hausskn. ex Selander) Verm.,,V,15039,15039,FALSE,4396
11239,11225,Dactylorhiza incarnata var. subhaematodes,Dactylorhiza incarnata var. subhaematodes,Dactylorhiza incarnata var. subhaematodes,subhaematodes,2507,(Neuman),,V,0,11225,TRUE,2904
11240,11226,Dactylorchis incarnata var. subhaematodes,Dactylorchis incarnata var. subhaematodes,Dactylorhiza incarnata var. subhaematodes,subhaematodes,3071,(Neuman) Verm.,,V,11225,11225,FALSE,4396
2906,2906,Dactylorhiza pseudocordigera,Dactylorhiza pseudocordigera,Dactylorhiza lapponica,pseudocordigera,2514,(Neuman) Soó,,A,2907,2907,FALSE,2898
2907,2907,Dactylorhiza lapponica,Dactylorhiza lapponica,Dactylorhiza lapponica,lapponica,749,(Laest. ex Hartm.) Soó,,A,0,2907,TRUE,2898
3842,3829,Dactylorhiza traunsteineri ssp. lapponica,Dactylorhiza traunsteineri ssp. lapponica,Dactylorhiza lapponica,lapponica,749,(Laest. ex Hartm.) Soó,,S,2907,2907,FALSE,2903
4401,4401,Orchis lapponica,Orchis lapponica,Dactylorhiza lapponica,lapponica,356,Laest. ex Hartm.,,A,2907,2907,FALSE,2891
4402,4402,Orchis pseudocordigera,Orchis pseudocordigera,Dactylorhiza lapponica,pseudocordigera,147,Neuman,,A,2907,2907,FALSE,2891
4865,4865,Dactylorhiza blyttii,Dactylorhiza blyttii,Dactylorhiza lapponica,blyttii,1409,Soó,,A,2907,2907,FALSE,2898
6009,6288,Dactylorhiza traunsteineri var. blyttii,Dactylorhiza traunsteineri var. blyttii,Dactylorhiza lapponica,blyttii,2639,(Rchb.f.) Soó,,V,2907,2907,FALSE,2903
6913,7082,Dactylorchis lapponica,Dactylorchis lapponica,Dactylorhiza lapponica,lapponica,2262,(Laest.) Verm.,,A,2907,2907,FALSE,4395
7464,7397,Dactylorchis pseudocordigera,Dactylorchis pseudocordigera,Dactylorhiza lapponica,pseudocordigera,2511,(Neuman) Lid,,A,2907,2907,FALSE,4395
9515,9515,Orchis angustifolia ssp. traunsteineri var. blyttii,Orchis angustifolia ssp. traunsteineri var. blyttii,Dactylorhiza lapponica,blyttii,0,,,V,2907,2907,FALSE,9514
9516,9516,Orchis angustifolia var. blyttii,Orchis angustifolia var. blyttii,Dactylorhiza lapponica,blyttii,0,,,V,2907,2907,FALSE,9513
10036,10009,Dactylorchis lapponica ssp. pseudocordigera,Dactylorchis lapponica ssp. pseudocordigera,Dactylorhiza lapponica,pseudocordigera,3071,(Neuman) Verm.,,S,2907,2907,FALSE,7082
10040,10013,Orchis incarnata ssp. cordigera var. blyttii,Orchis incarnata ssp. cordigera var. blyttii,Dactylorhiza lapponica,blyttii,3075,(Rchb.f.),,V,2907,2907,FALSE,10012
17727,17727,Dactylorhiza lapponica x maculata,Dactylorhiza lapponica x maculata,Dactylorhiza lapponica x maculata,lapponica x maculata,,auct.,,A,17727,17727,TRUE,2898
17761,17761,Dactylorhiza maculata x pseudocordigera,Carex maculata x pseudocordigera,Dactylorhiza lapponica x maculata,maculata x pseudocordigera,0,,,A,17727,17727,FALSE,2898
2908,2908,Dactylorhiza maculata,Dactylorhiza maculata,Dactylorhiza maculata,maculata,444,(L.) Soó,,A,0,2908,TRUE,2898
4398,4398,Dactylorchis maculata,Dactylorchis maculata,Dactylorhiza maculata,maculata,445,(L.) Vermln.,,A,2908,2908,FALSE,4395
4403,4403,Orchis maculata,Orchis maculata,Dactylorhiza maculata,maculata,1,L.,,A,2908,2908,FALSE,2891
10235,10208,Orchis maculatus,Orchis maculatus,Dactylorhiza maculata,maculatus,1,L.,,A,2908,2908,FALSE,2891
4404,4404,Dactylorhiza maculata ssp. maculata,Dactylorhiza maculata ssp. maculata,Dactylorhiza maculata ssp. maculata,maculata,0,,,S,0,4404,TRUE,2908
4866,4866,Orchis maculata ssp. maculata,Orchis maculata ssp. maculata,Dactylorhiza maculata ssp. maculata,maculata,0,,,S,4404,4404,FALSE,4403
4867,4867,Orchis maculata ssp. ericetorum,Orchis maculata ssp. ericetorum,Dactylorhiza maculata ssp. maculata,ericetorum,1221,Linton,,S,4404,4404,FALSE,4403
